2016-06,4
2016-07,4
2016-08,2
2016-10,2
2016-11,2
2016-12,3
2017-01,4
2017-02,4
2017-03,4
2017-04,4
2017-05,4
2017-06,3
2017-07,2
2017-08,4
2017-10,6
2017-11,3
2017-12,2
2018-01,3
2018-02,3
2018-03,3
2018-04,5
2018-05,2
2018-06,3
2018-07,3
2018-08,4
2018-09,3
2018-10,3
2018-11,1
2018-12,5
2019-01,2
2019-02,3
2019-03,2
